Struktur;Extradeck;Typ;Name;Untertyp;Zweihändig;Bedingung;Stats;CenterText;Text;Flavor_text;Stufe;Rasse;Win;Lose;Scrapped;Druck1;Druck2;Druck3;Druck4
normal;;Duell;Das Bier vom Elf verschütten;Elf;;;;"Dein Gegner zieht einen Fluch.
Kämpfe gegen den Elf.";"Falls du selber der Elf sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Vor Wut den Elf hauen;Elf;;;+1 / 0;Kämpfe gegen den Elf;"Falls du selber der Elf sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Bier über den Ork ausgießen;Ork;;;+2 / 0;Kämpfe gegen den Ork;"Falls du selber der Ork sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Das Bier vom Ork verschütten;Ork;;;;"Dein Gegner zieht einen Fluch.
Kämpfe gegen den Ork";"Falls du selber der Ork sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Vor Wut den Ork hauen;Ork;;;+1 / 0;Kämpfe gegen den Ork;"Falls du selber der Ork sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Bier über den Homunkulus ausgießen;Homunculus;;;+2 / 0;Kämpfe gegen den Homunkulus;"Falls du selber der Homunkulus sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Das Bier vom Homunkulus verschütten;Homunculus;;;;"Dein Gegner zieht einen Fluch.
Kämpfe gegen den Homunkulus";"Falls du selber der Homunkulus sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Vor Wut den Homunculus hauen;Homunculus;;;+1 / 0;Kämpfe gegen den Homunkulus;"Falls du selber der Homunkulus sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Bier über den Goblin ausgießen;Goblin;;;+2 / 0;Kämpfe gegen den Goblin;"Falls du selber der Goblin sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Das Bier vom Goblin verschütten;Goblin;;;;"Dein Gegner zieht einen Fluch.
Kämpfe gegen den Goblin";"Falls du selber der Goblin sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Vor Wut den Goblin hauen;Goblin;;;+1 / 0;Kämpfe gegen den Goblin;"Falls du selber der Goblin sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Bier über den Riesen ausgießen;Giant;;;+2 / 0;Kämpfe gegen den Riesen;"Falls du selber der Riese sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Das Bier vom Riesen verschütten;Giant;;;;"Dein Gegner zieht einen Fluch.
Kämpfe gegen den Riesen";"Falls du selber der Riese sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Vor Wut den Riesen hauen;Giant;;;+1 / 0;Kämpfe gegen den Riesen;"Falls du selber der Riese sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Bier über den Dämon ausgießen;Demon;;;+2 / 0;Kämpfe gegen den Dämon;"Falls du selber der Dämon sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Das Bier vom Dämon verschütten;Demon;;;;"Dein Gegner zieht einen Fluch.
Kämpfe gegen den Dämon";"Falls du selber der Dämon sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Vor Wut den Dämon hauen;Demon;;;+1 / 0;Kämpfe gegen den Dämon;"Falls du selber der Dämon sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Zwerg auf den Fuß Treten;Dwarf;;;;"-3 auf den Fluchtwurf deines Gegners
Kämpfe gegen den Zwerg";"Falls du selber der Zwerg sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Zwerg beim Anstoßen nicht in die Augen schauen;Dwarf;;;;"Du ziehst einen Segen.
Kämpfe gegen den Zwerg";"Falls du selber der Zwerg sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Heimlich Karten vom Stapel klauen während der Zwerg wegschaut;Dwarf;;;;"Ziehe 2 Zauberkarten
Kämpfe gegen den Zwerg";"Falls du selber der Zwerg sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Elf auf den Fuß Treten;Elf;;;;"-3 auf den Fluchtwurf deines Gegners
Kämpfe gegen den Elf";"Falls du selber der Zwerg sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Elf beim Anstoßen nicht in die Augen schauen;Elf;;;;"Du ziehst einen Segen.
Kämpfe gegen den Elf";"Falls du selber der Zwerg sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Heimlich Karten vom Stapel klauen während der Elf wegschaut;Elf;;;;"Ziehe 2 Zauberkarten
Kämpfe gegen den Elf";"Falls du selber der Zwerg sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Ork auf den Fuß Treten;Ork;;;;"-3 auf den Fluchtwurf deines Gegners
Kämpfe gegen den Ork";"Falls du selber der Ork sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Ork beim Anstoßen nicht in die Augen schauen;Ork;;;;"Du ziehst einen Segen.
Kämpfe gegen den Ork";"Falls du selber der Ork sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Heimlich Karten vom Stapel klauen während der Ork wegschaut;Ork;;;;"Ziehe 2 Zauberkarten
Kämpfe gegen den Ork";"Falls du selber der Ork sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Homunkulus auf den Fuß Treten;Homunculus;;;;"-3 auf den Fluchtwurf deines Gegners
Kämpfe gegen den Homunkulus";"Falls du selber der Homunkulus sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Homunkulus beim Anstoßen nicht in die Augen schauen;Homunculus;;;;"Du ziehst einen Segen.
Kämpfe gegen den Homunkulus";"Falls du selber der Homunkulus sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Heimlich Karten vom Stapel klauen während der Homunculus wegschaut;Homunculus;;;;"Ziehe 2 Zauberkarten
Kämpfe gegen den Homunkulus";"Falls du selber der Homunkulus sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Goblin auf den Fuß Treten;Goblin;;;;"-3 auf den Fluchtwurf deines Gegners
Kämpfe gegen den Goblin";"Falls du selber der Goblin sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Goblin beim Anstoßen nicht in die Augen schauen;Goblin;;;;"Du ziehst einen Segen.
Kämpfe gegen den Goblin";"Falls du selber der Goblin sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Heimlich Karten vom Stapel klauen während der Goblin wegschaut;Goblin;;;;"Ziehe 2 Zauberkarten
Kämpfe gegen den Goblin";"Falls du selber der Goblin sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Riesen auf den Fuß Treten;Giant;;;;"-3 auf den Fluchtwurf deines Gegners
Kämpfe gegen den Riesen";"Falls du selber der Riese sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Riesen beim Anstoßen nicht in die Augen schauen;Giant;;;;"Du ziehst einen Segen.
Kämpfe gegen den Riesen";"Falls du selber der Riese sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Heimlich Karten vom Stapel klauen während der Riese wegschaut;Giant;;;;"Ziehe 2 Zauberkarten
Kämpfe gegen den Riesen";"Falls du selber der Riese sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Dämon auf den Fuß Treten;Demon;;;;"-3 auf den Fluchtwurf deines Gegners
Kämpfe gegen den Dämon";"Falls du selber der Dämon sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Den Dämon beim Anstoßen nicht in die Augen schauen;Demon;;;;"Du ziehst einen Segen.
Kämpfe gegen den Dämon";"Falls du selber der Dämon sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;;Duell;Heimlich Karten vom Stapel klauen während der Dämon wegschaut;Demon;;;;"Ziehe 2 Zauberkarten
Kämpfe gegen den Dämon";"Falls du selber der Dämon sein solltest, kämpfst du mit den selbem Kampfbonus gegen einen anderen Spieler deiner Wahl.

Entferne eine Zählmarke von ""Tavernenrunde"".";;;;;;;0;1;1;0
normal;TRUE;Equipment1;Belebte Rüstung;Armor;;;+3 / +1;;;Best friends forever.;;;;;"Extra schwer, extra sicher:
+1/-1";0;1;1;0
normal;TRUE;Equipment1;Tomahawk;Weapon;;;+1 / +1;;Du kannst dich auch entscheiden den Tomahawk vor dem Auswürfeln deiner Kampfstärke zu werfen. Wenn du dies tust, hat diese Karte +3/+1, aber du verlierst sie, falls du den Kampf verlierst.;;;;;;"Risikoberechnung:
+2/0, aber du verlierst die Waffe, falls du den Kampf verlierst.";0;1;1;0
normal;;Equipment1;Degen;Weapon;;;+1 / 0;;Hat stattdessen +3/0, wenn du keine andere Waffe tragen solltest.;;;;;;+1/0;0;1;1;0
normal;;Equipment1;Glücksklinge;Weapon;;;+1 / 0;;Wenn du eine 1 würfelst, hat diese Waffe stattdessen +5/0.;Glückstreffer sind die Spezialität dieser Waffe.;;;;;Wenn du eine 1 würfelst, hat die verstärkte Waffe stattdessen +5/0.;0;1;1;0
normal;;Equipment1;Rostiges Schwert;Weapon;;;+1 / 0;;"Wenn du mit dieser Waffe einen Spieler im Kampf besiegst, würfelt dieser mit einem D4.
Wenn er keine 4 Würfelt, hat er eine Blutvergiftung und muss in seinen nächsten beiden Zügen mit deinem D4 würfeln.";;;;;;Wenn du einen anderen Spieler besiegst, bekommt er eine Blutvergiftung nach den Regeln des Rostiges Schwertes;0;1;1;0
normal;;Equipment1;Fackel;Weapon;;;+1 / +1;;Hat stattdessen +2/+1, wenn die Sonne bereits untergegangen ist.;;;;;;"0/+1
Sie leuchtet dir den Weg.";0;1;1;0
normal;;Equipment1;Schmiedehammer;Weapon;;;+2 / -2;;;;;;;;+1/+1;0;1;1;0
normal;;Equipment1;Edle Ritterrüstung;Armor;;;+2 / -1;;Hat stattdessen +3/-1, wenn du gegen einen Menschen kämpfst.;Ehre leitet dir den Weg.;;;;;+1/0;0;1;1;0
normal;;Equipment1;Flammenschwert;Weapon;Zweihändig;;+4 / 0;;"Du kannst die ""Flasche Dämonenfeuer"" auf das Flammenschwert ausrüsten.
Dadurch hat diese Waffe von nun an +6/0.";Es ist kein Glück, sondern Können.;;;;;+2/0;0;1;1;0
normal;;Equipment1;Handtasche;Artifact;;NotBodybuilder;;;Du kannst 8 statt 6 Karten auf der Hand halten.;;;;;;;0;1;1;0
normal;;Equipment1;Heilige Handschuhe des Windes;Weapon;Zweihändig;;"0 / +3
Faith+2";;;;;;;;Faith +1;0;1;1;0
normal;;Equipment1;Knoblauch;Artifact;;;+1 / 0;gegen Vampire;;;;;;;;0;1;1;0
normal;;Equipment1;Lederhelm;Helmet;;NotVegan;+1 / 0;;;;;;;;+1/0;0;1;1;0
normal;;Equipment1;Lederrucksack;Artifact;;NotVegan;;;Du kannst 8 statt 6 Karten auf der Hand halten.;;;;;;;0;1;1;0
normal;;Equipment1;Linker Schuh;Shoes;;;0 / +2;;"Auch in Kombination mit ""Rechter Schuh"" tragbar.
Die Bewegung summiert sich.";;;;;;0/+1;0;1;1;0
normal;;Equipment1;Radieschen Schuhe;Shoes;;OnlyVegan;0 / +3;;Wenn du gegen ein Tier kämpfst, hast du +6 auf deinen Fluchtwurf.;;;;;;+3 auf deinen Fluchtwurf.;0;1;1;0
normal;;Equipment1;Rechter Schuh;Shoes;;;0 / +2;;"Auch in Kombination mit ""Linker Schuh"" tragbar.
Die Bewegung summiert sich.";;;;;;0/+1;0;1;1;0
normal;;Equipment1;Schattenumhang;Armor;;;+1 / +2;;Der Kampf mit anderen Spielern zählt immer als ein Kampf in deinem Zug.;;;;;;"0/+1
Der Kampf mit anderen Spielern zählt immer als ein Kampf in deinem Zug.";0;1;1;0
normal;;Equipment1;Schulranzen;Artifact;;NotPrist;;;Du kannst 8 statt 6 Karten auf der Hand halten.;;;;;;;0;1;1;0
normal;TRUE;Equipment1;Ring der Medici;Artifact;;;;;;;;;;;;0;1;1;0
normal;;Equipment1;Übungsschwert;Weapon;Zweihändig;;+2 / 0;;"Wenn du mit dieser Waffe einen Spieler im Duell besiegst, lege eine Zählmarke auf diese Karte.
Lege außerdem ein Zählmarke auf diese Karte wenn du als stärkster Spieler einen Mehrfachkampf gewinnst.
Du verlierst keine Zählmarken, wenn du einen Spielerkampf verlierst.

Das Übungsschwert hat +1/0 für jede Zählmarke.
(Maximal 11 Zählmarken)";;;;;;"Transferiere alle gesammelten Zählmarken auf die neue Waffe.
Sie erhält +1/0 für jede Zählmarke.";0;1;1;0
normal;;Equipment1;Gespaltene Persönlichkeit;Attribute;;;;;Du kannst 2 Charaktereigenschaften haben.;;;;;;;0;1;1;0
normal;;Equipment1;Wolfs Amulett;Artifact;;;+2 / 0;gegen Tiere;;;;;;;;0;1;1;0
normal;;Equipment1;Raketenstiefel;Shoes;;;0 / +2;;Solltest du ohne Schuhe 0/+3 haben, haben die Raketenstiefel stattdessen 0/+5.;;;;;;0/+1;0;1;1;0
normal;;Equipment1;Rollschuhe;Shoes;;;0 / +3;;Setze eine Runde aus, um die Rollschuhe aus- oder abzurüsten.;Endlich drin! Festziehen, schnüren, schnüren, Klettverschluss. Hää, Klettverschluss? Wo soll die Scheiße überhaupt hin?;;;;;0/+1;0;1;1;0
normal;;Equipment1;Kettenhemd;Armor;;;+2 / 0;;;Einfach, aber effektiv.;;;;;"Extra schwer, extra sicher:
+1/-1";0;1;1;0
normal;;Equipment1;Lehm-Helm;Helmet;;;Faith+1;;Wenn du Flüche ziehst, musst du doppelt so viele ziehen.;"""Staub zu Staub"".";;;;;Faith+1;0;1;1;0
normal;;Equipment1;Wasser-Robe;Armor;;OnlyPrist;Faith+1;;"Du kannst 1 weitere Karte auf der Hand halten.
Du kannst 1 weitere Karte auf der Hand halten, wenn du den ""Wasser-Helm"" ausgerüstet hast.";"Wer das Leben blickt, der sieht:
Alles fließt";;;;;Faith+1;0;1;1;0
normal;;Equipment1;Reißzahn;Weapon;Zweihändig;;+3 / +1;;Hat stattdessen +5/+1 gegen Ungeheuer.;;;;;;+3/0 gegen Ungeheuer;0;1;1;0
normal;;Equipment1;SK4-Weste;Armor;;;+2 / 0;Wenn du ausgebildet bist, hat sie stattdessen +3 /0;;;;;;;"Extra schwer, extra sicher:
+1/-1";0;1;1;0
normal;;Equipment1;Zeremoniendolch;Weapon;;;+1 / +1;;Hat stattdessen +5/+1, wenn du gegen einen Gott kämpfst.;;;;;;+4/0 gegen Götter;0;1;1;0
normal;;Equipment1;Wasser-Helm;Helmet;;;Faith+1;;Du musst 2 Handkarten abwerfen, um diese Karte ausrüsten zu können.;Auch als Helm des Waterboardings bekannt.;;;;;Faith+1;0;1;1;0
normal;;Equipment1;Kampfeimer;Helmet;;;+1 / +1;;Hat stattdessen -1/-1, wenn es nicht dein Zug ist.;Du hättest vielleicht doch Löcher für die Augen bohren sollen.;;;;;+1/0;0;1;1;0
normal;TRUE;Equipment2;Antiker Ring;Artifact;;;+1 / 0;Gegen Götter;;;;;;;;0;1;1;0
normal;TRUE;Equipment2;Apfel;Artifact;;;;;Du kannst den Apfel in einem Kampf essen, um während des Kampfes +3/0 zu erhalten.;;;;;;;0;1;1;0
normal;TRUE;Equipment2;Schuhe des Meistertänzers;Shoes;;;0 / +6;;;;;;;;0/+2;0;1;1;0
normal;;Equipment2;Bumerang;Weapon;;;+3 / +1;;"Kommt immer zu dir zurück!
Er kann weder gestohlen, vergessen, noch verloren werden.";;;;;;Die Waffe kann weder gestohlen, vergessen, noch verloren werden.;0;1;1;0
normal;;Equipment2;Schwertscheide;Weapon;;;0 / +5;;"Diese Karte nimmt keinen Waffenslot ein, wenn du ""Armlos"" bist.";;;;;;0/+2;0;1;1;0
normal;;Equipment2;Duelldegen;Weapon;;;+3 / +1;;"Wenn du eine Duellkarte ziehst, kannst du dir aussuchen gegen welchen Spieler du kämpfst.
Der Effekt der Duellkarte bleibt erhalten.
Lege für jeden Spieler, den du zum ersten Mal mit dieser Waffe in einem Duell besiegst, eine Zählmarke auf diese Karte.
Der ""Duelldegen"" erhält 0/+1 für jede Zählmarke auf dieser Karte (maximal 5)";;;;;;"Transferiere alle gesammelten Zählmarken auf die neue Waffe.
Sie erhält 0/+1 für jede Zählmarke.";0;1;1;0
normal;;Equipment2;Karottenbogen;Weapon;Zweihändig;OnlyVegan;+8 / +1;;"Einmal im Spiel, wenn du gegen ein Monster Typ Tier kämpfst, kannst du es mit einem gezielten Schuss ablenken.
Kämpfe sofort gegen das nächste Monster.";;;;;;+2/+1;0;1;1;0
normal;;Equipment2;Lauch;Weapon;;OnlyVegan;+5/ 0;;Wenn du einem Tier begegnest und es nicht schaffst zu fliehen, frisst es deinen Lauch.;;;;;;+1/0;0;1;1;0
normal;;Equipment2;Meuchelmesser;Weapon;;OnlyLobbyist;+2 / +3;;Hat +7/+3, wenn du gegen einen anderen Spieler kämpfst und es dein Zug ist.;Die perfekte Waffe für all die, die keine Freunde suchen.;;;;;+2/0 in Spielerkämpfen, wenn es dein Zug ist.;0;1;1;0
normal;;Equipment2;Silberklinge;Weapon;;;+3 / 0;;Hat stattdessen +5/0, wenn du gegen ein Monster Typ Ungeheuer kämpfst.;Eignet sich auch hervorragend, um die Hecke zu schneiden.;;;;;+2/0 gegen Ungeheuer;0;1;1;0
normal;;Equipment2;Erd-Robe;Armor;;OnlyPrist;"0/+1
Faith+2";;"Hat +1/0, wenn du den ""Lehm-Helm"" ausgerüstet hast.";Aus Erde geboren, kehrt alles zu seinen Ursprüngen zurück.;;;;;Faith+1;0;1;1;0
normal;;Equipment2;Federrüstung;Armor;;NotVegan;+1 / +5;;;Der Bau dieser Rüstung hat fast zur Ausrottung der lokalen Hühnerpopulation geführt.;;;;;0/+2;0;1;1;0
normal;;Equipment2;Feuer-Robe;Armor;;OnlyPrist;+4 / 0;;"Wenn du den ""Flammen-Helm"" ausgerüstet hast, aktiviert sich sein Effekt schon bei 1 Fluch.";"""Leuchtfeuer des Glaubens""
In Flammen gekleidet, kann nur der der glaubt, Schmerzen zu einer Rüstung formen.";;;;;"Faith-1
+4/0";0;1;1;0
normal;;Equipment2;Flammen-Helm;Helmet;;;Faith+1;;Du hast zusätzlich +5/0, wenn du in einem Kampf 2 oder mehr Flüche ziehen musst.;Die Ironie der Götter.;;;;;Faith+1;0;1;1;0
normal;;Equipment2;Stachelschwein Rüstung;Armor;;;+3 / 0;;Hat stattdessen +5/0, wenn es nicht dein Zug ist, oder in Mehrfachkämpfen.;Eine gute Verteidigung ist der beste Angriff!;;;;;"Noch schwerer, noch sicherer:
+2/-2";0;1;1;0
normal;;Equipment2;Hausschuhe;Shoes;;;0 / +4;;Du kannst sie im Kampf abwerfen, um +10 auf deinen Fluchtwurf zu erhalten.;;;;;;+5 auf deinen Fluchtwurf;0;1;1;0
normal;;Equipment2;Jutebeutel;Artifact;;NotBureaucrat;;;Du kannst 8 statt 6 Karten auf der Hand halten.;;;;;;;0;1;1;0
normal;;Equipment2;Ring des Windes;Artifact;;;0 / +1;;;;;;;;;0;1;1;0
normal;;Equipment2;Transparenter Rucksack;Artifact;;NotLobbyist;;;Du kannst 8 statt 6 Karten auf der Hand halten.;;;;;;;0;1;1;0
normal;;Equipment2;Turnschuhe;Shoes;;;0 / +5;;;;;;;;0/+2;0;1;1;0
normal;;Equipment2;Badelatschen;Shoes;;;0 / +4;;"Wenn du einen Monsterkampf verlierst, kannst du auf dem Monsterfeld stehenbleiben, außer bei Endbossen.
Wenn du dies machst, musst du nächste Runde erneut kämpfen.";Wasserdicht und rutschfest;;;;;0/+2;0;1;1;0
normal;;Equipment2;Glückskappe;Helmet;;;+1 / 0;;Die Karte zählt für andere Karten als Kampfesglück.;;;;;;+1/0;0;1;1;0
normal;;Equipment2;Helm der Voraussicht;Helmet;;;+2 / 0;;Hat stattdessen +3/0, wenn es nicht dein Zug ist.;;;;;;+1/0;0;1;1;0
normal;;Equipment2;Maßgeschneiderter Anzug;Armor;;OnlyLobbyist;+4 / 0;;Hat stattdessen +5/+0 gegen Spieler.;Sie sind von deinem Antlitz beeindruckt.;;;;;+1/+1;0;1;1;0
normal;;Equipment2;Springerstiefel;Shoes;;;+1 / +1;Wenn du ausgebildet bist, haben sie stattdessen +2 / 0;;;;;;;+1/0, wenn du ausgebildet bist;0;1;1;0
normal;;Equipment2;Tanzschuhe;Shoes;;;-1 / +8;;;"Ein Gefühl als würdest du schweben.
Leichtigkeit umhüllt jeden deiner Schritte.";;;;;-1/+5;0;1;1;0
normal;;Equipment2;Verfluchtes Schwert;Weapon;Zweihändig;;0 / 0;;"Diese Karte kann nicht abgerüstet werden!

Opfern: Wirf vor einem Kampf eine Handkarte ab, für diesen hat diese Karte nun +11/0.";Wag gar nicht erst es anzufassen!;;;;;"+3/+1
Die verstärkte Karte kann nicht abgerüstet werden!";0;1;1;0
normal;;Equipment2;Fledermaus Form;Artifact;;OnlyVampire;0 / +2;;;;;;;;;0;1;1;0
normal;;Equipment2;Paprika Granaten;Artifact;;OnlyVegan;;;"Wenn diese Karte zum ersten Mal ausgerüstet wird, erhälst sie 3 Zählmarken.
Du kannst vor einem beliebigen Kampf eine Zählmarke von dieser Karte entfernen, um in diesem Kampf +3/0 zu erhalten.";;;;;;;0;1;1;0
normal;TRUE;Equipment2;Oesiderh Mei Desideraias;Artifact;;;;;"Kann nur im Kampf anderer Spieler benutzt werden.
Wenn du das Ritual einmal beginnst kann es nur vollendet oder abgebrochen werden, wobei du diese Ritualkarte ebenfalls verlierst.
Das Oesiderh Mei Desideraias, im Volksmund auch als das Opfern des Arms an den Verfluchten bekannt, verkrüppelt nicht nur sein Opfer, sondern auch seinen Anwender, weswegen es nur in einem Akt purer Verzweiflung benutzt werden sollte.
Willst du den Schrecken beginnen, so ziehe “Opferritual” und “Opfergaben an das Medium” und werfe diese Karte ab.";;;;;;;0;1;1;0
normal;;Equipment2;Plattenschuhe;Shoes;;;+2 / -1;;;;;;;;"Extra schwer, extra sicher:
+1/-1";0;1;1;0
normal;;Equipment2;Des Königs Krone;Helmet;;;+1 / +1;;Hat stattdessen +3/+1, solange du der führende Spieler bist.;Geboren um zu Herrschen.;;;;;+2/0, solange du der letzte Spieler bist.;0;1;1;0
normal;;Equipment2;Kriegshammer;Weapon;Zweihändig;;+9 / -2;;;;;;;;+3/-2;0;1;1;0
normal;;Equipment2;Plattenhelm;Helmet;;;+3 / -2;;;;;;;;"Extra schwer, extra sicher:
+1/-1";0;1;1;0
normal;;Equipment2;Plattenrüstung;Armor;;;+5 / -2;;;;;;;;"Noch schwerer, noch sicherer:
+2/-2";0;1;1;0
normal;;Equipment2;Spiegelrüstung;Armor;;;+5 / 0;;Hat stattdessen 0/0, wenn es nicht dein Zug ist.;"Wenn du den Kampf initiierst, kommt der wahre Vorteil der Rüstung zum Tragen:
Die Sonnenseite ausnutzen, um deinen Gegner fatal zu blenden.";;;;;+1/0;0;1;1;0
normal;;Equipment2;Wind-Helm;Helmet;;;Faith+1;;Du hast +3 auf deinen Fluchtwurf.;Du spürst den Fahrtwind beim laufen.;;;;;+5 auf deinen Fluchtwurf;0;1;1;0
